form	lemma	POS	morph
ཀ་	ཀ་	DET
རྣམས་	རྣམས་	DET
ཐོབ་པ་	ཐོབ་པ་	VERB
འི་	གི་	PART
ཐོབ་ཡིག་	ཐོབ་ཡིག་	OTHER
ཐར་པ་	ཐར་པ་	VERB
འི་	གི་	PART
ཐེམ་སྐས་	ཐེམ་སྐས་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
སྙིང་པོ་	སྙིང་པོ་	NOUN
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ཁ་ཆེ་	ཁ་ཆེ་	PROPN
པནྚི་		NON_WORD
ཏ་	ཏ་	OTHER
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཤཱཀྱ་	ཤཱཀྱ་	PROPN
ཤྲིའི་		NON_WORD
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
ལེགས་པ་	ལེགས་པ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
༑		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ལྟ་བ་	ལྟ་བ་	VERB
འི་	གི་	PART
ཁྲིད་ཡིག་	ཁྲིད་ཡིག་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
གསལ་བྱེད་	གསལ་བྱེད་	NOUN
ཅེས་བྱ་བ་	ཅེས་བྱ་བ་	NO_POS
འཇམ་དབྱངས་	འཇམ་དབྱངས་	PROPN
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
ཀྱིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
འཇམ་དབྱངས་	འཇམ་དབྱངས་	PROPN
དགའ་	དགའ་	VERB
བློ་	བློ་	NOUN
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
དཔྱད་པ་	དཔྱད་པ་	VERB
ཚད་མ་	ཚད་མ་	NOUN
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
འོད་ཟེར་	འོད་ཟེར་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
དགེ་སློང་	དགེ་སློང་	NOUN
དོན་གྲུབ་	དོན་གྲུབ་	PROPN
དཔལ་	དཔལ་	OTHER
གྱིས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ཡི་གེ་	ཡི་གེ་	NOUN
འི་	གི་	PART
བརྡ་	བརྡ་	NOUN
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
བསྟན་བཅོས་	བསྟན་བཅོས་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཤཱཀྱའི་		NON_WORD
བཙུན་པ་	བཙུན་པ་	NOUN
ས་སྐྱ་	ས་སྐྱ་	PROPN
པནྚི་		NON_WORD
ཏ་	ཏ་	OTHER
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཨ་	ཨ་	X
ཎུས་		NON_WORD
མཛད་པ་	མཛད་པ་	VERB
འི་	གི་	PART
བོད་	བོད་	PROPN
ཀྱི་	གི་	PART
སྐད་	སྐད་	NOUN
ཀྱི་	གི་	PART
གསུང་རབ་	གསུང་རབ་	NOUN
ལ་	ལ་	PART
འཇུག་	འཇུག་	VERB
ཚུལ་	ཚུལ་	NOUN
སུམ་ཅུ་པ་	སུམ་ཅུ་པ་	OTHER
འི་	གི་	PART
རྣམ་འགྲེལ་	རྣམ་འགྲེལ་	PROPN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
ཞ་ལུ་	ཞ་ལུ་	PROPN
ལོ་ཙཱ་བ་	ལོ་ཙཱ་བ་	NOUN
དགེ་སློང་	དགེ་སློང་	NOUN
དྷརྨ་པ་	དྷརྨ་པ་	NON_WORD
ལ་	ལ་	PART
བྷ་	བྷ་	NO_POS
དྲ་	དྲ་	NO_POS
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
བྱཱ་		NON_WORD
ཀ་ར་	ཀ་ར་	OTHER
ཎའི་		NON_WORD
རྟགས་	རྟགས་	NOUN
ཀྱི་	གི་	PART
འཇུག་པ་	འཇུག་པ་	VERB
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
ལེགས་བཤད་	ལེགས་བཤད་	NOUN
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཞྭ་	ཞྭ་	NO_POS
ལུ་	ལུ་	NO_POS
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
བདེ་བ་	བདེ་བ་	VERB
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
འི་	གི་	PART
གསལ་བྱེད་	གསལ་བྱེད་	NOUN
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འབྱུང་གནས་	འབྱུང་གནས་	NOUN
གསུང་རབ་	གསུང་རབ་	NOUN
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
མཛོད་	མཛོད་	NOUN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
བུ་	བུ་	NOUN
སྟོན་	སྟོན་	VERB
རིནཆེན་		NON_WORD
གྲུབ་	གྲུབ་	VERB
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
གནོད་སྦྱིན་	གནོད་སྦྱིན་	NOUN
བཤན་པ་	བཤན་པ་	NO_POS
ལྕམ་དྲལ་	ལྕམ་དྲལ་	NOUN
གྱི་	གི་	PART
བསྙེན་སྒྲུབ་	བསྙེན་སྒྲུབ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུམ་	གསུམ་	NUM
ལག་	ལག་	NOUN
ཏུ་	ལ་	PART
བླང་བ་	བླང་བ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ཧ་ལ་	ཧ་ལ་	NO_POS
ནག་པོ་	ནག་པོ་	ADJ
དུག་	དུག་	NOUN
གི་	གི་	PART
སྤུ་གྲི་	སྤུ་གྲི་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཚ་	ཚ་	VERB
ཆེན་	ཆེན་	NO_POS
བློ་གསལ་	བློ་གསལ་	OTHER
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྗེ་བཙུན་	རྗེ་བཙུན་	NOUN
སེང་གེ་	སེང་གེ་	NOUN
འི་	གི་	PART
སྒྲ་	སྒྲ་	NOUN
དང་	དང་	NO_POS
ཕྱག་རྡོར་	ཕྱག་རྡོར་	PROPN
ལ་	ལ་	PART
བརྟེན་པ་	བརྟེན་པ་	VERB
འི་	གི་	PART
ས་བདག་	ས་བདག་	NOUN
འདོན་	འདོན་	VERB
འགྲོལ་		NON_WORD
བྱེད་ཚུལ་	བྱེད་ཚུལ་	VERB
གསུང་	གསུང་	VERB
སེལ་	སེལ་	VERB
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
ཟླ་བ་	ཟླ་བ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ལག་ལེན་	ལག་ལེན་	NOUN
ཕྱོགས་	ཕྱོགས་	NOUN
སྒྲིགས་	སྒྲིགས་	VERB
ཡང་	ཀྱང་	PART
གསལ་	གསལ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
སྤང་	སྤང་	VERB
ལུང་	ལུང་	NOUN
བློ་བཟང་	བློ་བཟང་	PROPN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
༑		PUNCT
		
ནང་	ནང་	NOUN
		
		
བཅོམ་ལྡན་འདས་	བཅོམ་ལྡན་འདས་	NOUN
ངན་སོང་	ངན་སོང་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
སྦྱོང་བ་	སྦྱོང་བ་	VERB
གཟི་བརྗིད་	གཟི་བརྗིད་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཀུན་རིག་	ཀུན་རིག་	OTHER
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
སྣང་	སྣང་	VERB
མཛད་	མཛད་	VERB
ཀྱི་	གི་	PART
སྒོ་	སྒོ་	NOUN
ན་	ནས་	PART
སྐྲ་	སྐྲ་	NOUN
དང་རུ་	དང་རུ་	NO_POS
ཆོག་	ཆོག་	VERB
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཆོ་ག་	ཆོ་ག་	NOUN
བཞུགས་	བཞུགས་	VERB
།		PUNCT
བླུན་	བླུན་	VERB
རྒན་	རྒན་	NOUN
བསྟན་	བསྟན་	VERB
སྐྱོང་	སྐྱོང་	VERB
གིས་	གིས་	PART
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
ལེགས་པ་	ལེགས་པ་	VERB
ར་	ལ་	PART
བཤད་པ་	བཤད་པ་	VERB
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
གཏེར་	གཏེར་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
།		PUNCT
ས་པཎ་	ས་པཎ་	OTHER
ཀུན་དགའ་	ཀུན་དགའ་	PROPN
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
།		PUNCT
དཔེ་	དཔེ་	NOUN
ཚུགས་	ཚུགས་	VERB
།		PUNCT
		
ད་	ད་	ADV
		
		
		
ད་	ད་	ADV
		
ནང་	ནང་	NOUN
		
		
གཞི་	གཞི་	NOUN
འི་	གི་	PART
སྐུ་གསུམ་	སྐུ་གསུམ་	OTHER
གྱི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
རབ་གསལ་	རབ་གསལ་	PROPN
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
དབྱངས་ཅན་	དབྱངས་ཅན་	PROPN
དགའ་བ་	དགའ་བ་	VERB
འི་	གི་	PART
བློ་གྲོས་	བློ་གྲོས་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
སྐྱེས་བུ་	སྐྱེས་བུ་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
གི་	གི་	PART
ཁྲིད་ཡིག་	ཁྲིད་ཡིག་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
ཉིང་ཁུ་	ཉིང་ཁུ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཇོ་	ཇོ་	NO_POS
ནང་	ནང་	NOUN
ཏཱ་ར་	ཏཱ་ར་	PROPN
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
སྡོམ་པ་	སྡོམ་པ་	NOUN
ཉི་ཤུ་པ་	ཉི་ཤུ་པ་	NUM
སོགས་	སོགས་	DET
ཀྱི་	གི་	PART
མཚན་	མཚན་	NOUN
འགྲེལ་	འགྲེལ་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
འི་	གི་	PART
བྱང་སེམས་	བྱང་སེམས་	NOUN
ཀྱི་	གི་	PART
བསླབ་བྱ་	བསླབ་བྱ་	VERB
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
སྤང་	སྤང་	VERB
ལུང་	ལུང་	NOUN
བློ་བཟང་	བློ་བཟང་	PROPN
ཐུགས་རྗེ་	ཐུགས་རྗེ་	NOUN
ས་	གིས་	PART
མཛད་	མཛད་	VERB
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
དཔལ་ལྡན་	དཔལ་ལྡན་	ADJ
ཞྭ་	ཞྭ་	NO_POS
ལུ་པ་	ལུ་པ་	NO_POS
འི་	གི་	PART
བསྟན་པ་	བསྟན་པ་	VERB
ལ་	ལ་	PART
བཀའ་དྲིན་	བཀའ་དྲིན་	NOUN
ཆེ་བ་	ཆེ་བ་	VERB
འི་	གི་	PART
སྐྱེས་བུ་	སྐྱེས་བུ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱི་	གི་	PART
རྣམ་ཐར་	རྣམ་ཐར་	NOUN
ལོ་རྒྱུས་	ལོ་རྒྱུས་	NOUN
ངོ་མཚར་	ངོ་མཚར་	ADJ
དད་པ་	དད་པ་	VERB
འི་	གི་	PART
འཇུག་ངོགས་	འཇུག་ངོགས་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ཞྭ་	ཞྭ་	NO_POS
ལུ་བ་	ལུ་བ་	VERB
བློ་གསལ་	བློ་གསལ་	OTHER
བསྟན་	བསྟན་	VERB
སྐྱོང་	སྐྱོང་	VERB
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
༑		PUNCT
		
		
		
༑		PUNCT
		
ནང་	ནང་	NOUN
		
		
གྲུབ་མཐའ་	གྲུབ་མཐའ་	NOUN
ཀུན་བཟང་	ཀུན་བཟང་	ADJ
ཞིང་	ཅིང་	PART
གི་	གི་	PART
ཉི་མ་	ཉི་མ་	NOUN
ལེའུ་	ལེའུ་	NOUN
དང་པོ་	དང་པོ་	ADJ
ཀ་པ་	ཀ་པ་	OTHER
ན་	ནས་	PART
བཅུ་གཅིག་པ་	བཅུ་གཅིག་པ་	NO_POS
ཆ་པ་	ཆ་པ་	NOUN
འི་	གི་	PART
བ་	བ་	NOUN
ཚན་	ཚན་	NOUN
		
བཞུགས་	བཞུགས་	VERB
།		PUNCT
འཇམ་དབྱངས་	འཇམ་དབྱངས་	PROPN
བཞད་པ་	བཞད་པ་	PROPN
འི་	གི་	PART
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
རྡོ་		
སེམས་	སེམས་	NOUN
ཀྱི་	གི་	PART
ཁྲིད་	ཁྲིད་	VERB
རྒྱ་	རྒྱ་	VERB
བསྡུ་	བསྡུ་	VERB
གཉིས་	གཉིས་	NUM
དང་	དང་	NO_POS
སྔགས་	སྔགས་	NOUN
ཀྱི་	གི་	PART
ལྟུང་བ་	ལྟུང་བ་	VERB
བཤགས་	བཤགས་	NO_POS
ཚུལ་	ཚུལ་	NOUN
རྡོ་		
རྗེ་	རྗེ་	NO_POS
ཐེག་པ་	ཐེག་པ་	NOUN
འི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
གི་	གི་	PART
རྣམ་གཞག་	རྣམ་གཞག་	NOUN
ཐུན་དྲུག་	ཐུན་དྲུག་	OTHER
གི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
གྱི་	གི་	PART
སྡོམ་ཚིག་	སྡོམ་ཚིག་	OTHER
སོགས་	སོགས་	DET
བཞུགས་	བཞུགས་	VERB
སོ་	གོ་	PART
།		PUNCT
ལྕང་སྐྱ་	ལྕང་སྐྱ་	OTHER
ངག་དབང་	ངག་དབང་	PROPN
བློ་བཟང་	བློ་བཟང་	PROPN
ཆོས་ལྡན་	ཆོས་ལྡན་	PROPN
།		PUNCT
ཤིང་	ཅིང་	PART
དཔའ་		
།		PUNCT
		
		
		
ནང་	ནང་	NOUN
		
		
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཆེན་པོ་	ཆེན་པོ་	ADJ
འཕགས་པ་	འཕགས་པ་	VERB
ཀླུ་སྒྲུབ་	ཀླུ་སྒྲུབ་	PROPN
ཀྱིས་	གིས་	PART
མཛད་པ་	མཛད་པ་	VERB
བཤེས་པ་	བཤེས་པ་	VERB
